repositoryGitHubSlug,npmPackageName,versionOfInterest,versionOfInterestReleaseDate
datproject/rabin,rabin,1.0.0,2015-11-05T23:16:49.768Z
flintjs/runner,flint-runner,1.3.108,2015-11-11T08:03:21.669Z
adopted-ember-addons/ember-impagination,ember-impagination,0.1.2,2015-11-25T21:49:28.868Z
textlint-rule/textlint-rule-no-unmatched-pair,@textlint-rule/textlint-rule-no-unmatched-pair,1.0.5,2018-10-20T15:01:08.585Z
nwinkler/create-junit-report,create-junit-report,1.1.0,2015-11-12T16:03:40.237Z
dmtrKovalenko/material-ui-pickers,material-ui-pickers,2.2.3,2019-03-02T18:34:52.439Z
hexojs/hexo-front-matter,hexo-front-matter,2.0.0,2020-07-25T06:32:33.497Z
Azure/msportalfx-mock,msportalfx-mock,0.3.1,2019-05-10T19:41:55.199Z
atom/node-pathwatcher,pathwatcher,6.7.1,2016-08-11T06:57:29.585Z
tim-smart/node-closure,closure-compiler,0.2.10,2015-10-29T08:10:06.522Z
prosemirror/prosemirror-dropcursor,prosemirror-dropcursor,0.22.0,2017-06-29T09:32:22.447Z
telerik/kendo-angular-menu,@progress/kendo-angular-menu,0.3.0,2018-05-09T13:32:03.403Z
sindresorhus/home-or-tmp,home-or-tmp,1.0.0,2015-05-17T22:19:07.323Z
daybrush/gesture,@scena/event-emitter,1.0.2,2020-10-18T03:29:45.808Z
dpoetzsch/md-pickers,md-pickers,1.1.1,2017-11-25T17:42:56.546Z
TooTallNate/node-agent-base,agent-base,2.0.1,2015-09-10T18:55:12.806Z
gaearon/react-document-title,react-document-title,2.0.2,2016-06-10T14:04:43.378Z
alcibiades13/middleearth-names,middleearth-names,1.0.0,2015-12-24T21:36:39.432Z
thgreasi/localForage-sessionStorageWrapper,localforage-sessionstoragewrapper,1.1.0,2015-10-18T18:33:05.209Z
codenautas/login-plus,login-plus,1.2.0,2017-03-18T22:37:50.768Z
Shopify/polaris-react,@shopify/polaris,4.6.1,2019-10-17T22:41:28.820Z
IonicaBizau/git-up,git-up,2.0.10,2017-12-24T20:19:53.791Z
xh/hoist-react,@xh/hoist,20.2.1,2019-03-29T00:00:56.011Z
omnisharp/generator-aspnet,generator-aspnet,0.2.3,2016-09-25T19:18:20.383Z
metal/metal-plugins/tree/master/packages/incremental-dom-string,incremental-dom-string,0.0.4,2018-09-26T15:07:40.431Z
googleapis/nodejs-speech,@google-cloud/speech,0.11.0,2017-11-06T23:19:09.681Z
DavidWells/configorama,configorama,0.1.0,2019-08-21T03:53:36.190Z
uber/streetscape.gl,streetscape.gl,1.0.3,2020-01-28T20:20:04.476Z
pubkey/async-test-util,async-test-util,1.1.1,2017-07-25T18:03:33.686Z
d6u/resize-observer-lite,resize-observer-lite,0.2.0,2016-11-27T06:48:03.104Z
dfcreative/draggy,draggy,1.6.6,2016-09-01T01:25:27.826Z
chilts/mysql-patcher,mysql-patcher,0.7.0,2015-03-16T03:48:29.718Z
thejamekyle/babel-plugin-transform-react-pure-class-to-function/tree/master/packages/babel-plugin-transform-react-pure-class-to-function,babel-plugin-transform-react-pure-class-to-function,1.0.0,2016-04-16T20:37:56.738Z
mozilla-neutrino/neutrino-dev/tree/master/packages/neutrino-preset-jest,neutrino-preset-jest,5.6.0,2017-04-18T15:48:20.417Z
citation-js/citation-js/tree/master/packages/plugin-bibjson,@citation-js/plugin-bibjson,0.4.0,2019-04-11T20:24:07.692Z
sindresorhus/neat-csv,neat-csv,2.0.0,2016-04-20T06:00:06.754Z
M6Web/superagent-mock,superagent-mock,1.9.0,2015-11-18T08:46:02.607Z
silas/node-consul,consul,0.38.0,2020-10-04T21:29:59.111Z
calvinmetcalf/parseDBF,parsedbf,1.1.0,2020-09-21T16:31:38.220Z
ember-cli/broccoli-es6modules,broccoli-es6modules,1.2.2,2015-08-23T20:51:30.049Z
komachi/postcss-dialog-polyfill,postcss-dialog-polyfill,1.0.0,2016-08-18T11:24:51.109Z
algolia/algolia-aerial,algolia-aerial,1.0.0,2017-08-21T16:24:27.348Z
okta/okta-vue,@okta/okta-vue,1.3.0,2020-01-30T00:28:14.197Z
bolt-design-system/bolt/tree/master/packages/components/bolt-band,@bolt/components-band,2.21.0,2020-04-08T18:24:18.085Z
dutchenkoOleg/babel-loader-exclude-node-modules-except,babel-loader-exclude-node-modules-except,1.0.3,2019-08-27T06:36:01.560Z
hongymagic/jshint-teamcity,jshint-teamcity,1.1.1,2016-11-16T04:02:16.418Z
jcgertig/react-mutation-observer,react-mutation-observer,1.0.0,2017-06-30T22:41:35.611Z
http-party/node-portfinder,portfinder,1.0.9,2016-10-18T23:45:12.351Z
strongloop/loopback-connector-mongodb,loopback-connector-mongodb,1.7.0,2015-02-08T18:50:39.346Z
remarkjs/remark/tree/main/packages/remark-parse,remark-parse,8.0.2,2020-04-23T13:35:44.618Z
elastic/elasticsearch-js-legacy,elasticsearch,16.4.0,2019-09-19T01:35:36.102Z
bhoriuchi/readline-promise,readline-promise,1.0.1,2018-01-11T21:20:44.430Z
cahamilton/stylelint-config-property-sort-order-smacss,stylelint-config-property-sort-order-smacss,4.0.2,2018-12-29T04:14:53.899Z
sindresorhus/dargs,dargs,4.1.0,2016-01-07T19:16:55.079Z
thlorenz/dynamic-dedupe,dynamic-dedupe,0.3.0,2017-11-02T21:02:09.937Z
luin/node-readability,node-readability,2.2.0,2016-03-11T04:21:42.663Z
remirror/remirror/tree/master/@remirror/editor-wysiwyg,@remirror/editor-wysiwyg,0.8.2,2020-02-26T13:33:30.291Z
haraka/node-address-rfc2822,address-rfc2822,2.0.3,2018-03-01T18:46:11.111Z
achingbrain/native-abort-controller,native-abort-controller,0.0.3,2020-08-28T10:31:12.042Z
btford/grunt-conventional-changelog,grunt-conventional-changelog,6.0.0,2016-02-11T11:06:08.432Z
dive-tv/memcached,elasticache-client,0.0.7,2017-06-15T11:13:22.662Z
saebekassebil/daccord,daccord,2.0.0,2016-01-25T16:41:03.801Z
lennym/busboy-body-parser,busboy-body-parser,0.0.9,2015-04-24T10:33:18.189Z
appigram/react-rangeslider,@appigram/react-rangeslider,2.2.2,2019-10-30T08:19:24.831Z
jfmengels/node-elm-review,elm-review,2.3.1,2020-09-08T20:13:37.079Z
indutny/node-spdy,spdy,3.4.1,2016-09-19T20:43:19.008Z
IBMa/equal-access,karma-accessibility-checker,3.0.4,2020-05-22T22:37:28.171Z
wankdanker/node-discover,@dashersw/node-discover,0.8.2,2018-02-19T14:01:23.587Z
jeremyckahn/shifty,shifty,2.0.2,2017-04-07T18:36:15.556Z
crypto-browserify/pbkdf2,pbkdf2,3.1.1,2020-06-04T13:01:44.432Z
isaacs/rimraf,rimraf,2.6.1,2017-02-24T03:47:56.218Z
metal/metal-datatable,metal-datatable,1.0.0,2016-07-05T19:58:04.044Z
kasa-network/koa-request-id,@kasa/koa-request-id,2.0.0,2019-02-19T18:10:36.756Z
bolt-design-system/bolt/tree/master/packages/components/bolt-button-group,@bolt/components-button-group,2.3.0,2019-01-30T20:38:23.185Z
bloomberg/bqplot,bqplot,0.5.1,2019-11-12T16:55:49.851Z
chasdevs/avro-to-typescript,@chasdevs/avro-to-typescript,0.0.2,2019-09-03T15:55:45.089Z
pinojs/pino-caller,pino-caller,3.0.2,2020-05-04T12:28:25.407Z
Automattic/gridicons,gridicons,2.0.1,2017-07-21T22:42:42.260Z
axios/axios,axios,0.10.0,2016-04-21T04:52:22.553Z
oprogramador/sort-any,sort-any,1.1.23,2020-07-16T19:02:44.243Z
tlivings/enjoi,enjoi,3.2.5,2018-08-19T20:08:43.665Z
heroku/heroku-cli-util,heroku-cli-util,4.0.1,2015-05-20T00:35:22.909Z
oracle/node-oracledb,oracledb,1.10.0,2016-07-08T08:05:02.799Z
Yoctol/messaging-apis,axios-error,1.0.0,2020-09-07T08:54:40.882Z
overture-stack/arranger,@arranger/components,1.1.1,2019-04-08T19:25:37.756Z
zeke/redact-url,redact-url,0.4.0,2019-12-06T18:56:07.221Z
alekbarszczewski/knex-hooks,knex-hooks,0.0.9,2020-05-22T10:59:11.543Z
elastic/request-crypto,@elastic/request-crypto,1.1.1,2020-04-03T15:15:31.229Z
apollographql/apollo-server/tree/master/packages/graphql-server-express,graphql-server-express,1.4.1,2019-07-02T10:25:27.806Z
ioBroker/ioBroker.ical,iobroker.ical,1.6.6,2018-11-05T10:54:57.159Z
tleunen/react-gist,react-gist,1.2.2,2020-07-16T13:19:37.350Z
cerebral/cerebral,cerebral,0.35.7,2016-07-27T09:12:55.901Z
patrick-steele-idem/browser-refresh-taglib,browser-refresh-taglib,1.0.4,2016-02-18T20:45:26.274Z
bevry/ambi,ambi,8.8.0,2020-06-21T10:17:44.896Z
vitalets/google-translate-token,@vitalets/google-translate-token,1.1.0,2019-03-18T16:11:12.223Z
doctolib/argos-cli,@doctolib/argos-cli,0.1.1,2018-03-25T06:40:43.412Z
node-modules/serialize-json,serialize-json,1.0.2,2017-09-22T09:30:23.013Z
eclipse-theia/theia,@theia/typescript,0.2.1,2017-11-10T14:17:12.465Z
mljs/regression-polynomial,ml-regression-polynomial,1.0.2,2017-04-28T14:33:41.932Z
cszatma/passport-mock-strategy,passport-mock-strategy,1.0.0,2018-04-18T03:12:52.788Z
TryGhost/eslint-plugin-ghost,eslint-plugin-ghost,0.0.22,2018-01-23T17:26:52.407Z
dy/point-cluster,point-cluster,2.0.0,2018-03-22T23:45:35.763Z
eddyverbruggen/nativescript-plugin-firebase,nativescript-plugin-firebase,7.1.5,2018-10-10T19:23:51.682Z
stevemao/grunt-conventional-github-releaser,grunt-conventional-github-releaser,0.4.0,2015-08-15T12:18:39.230Z
cypress-io/snapshot,@cypress/snapshot,1.0.0,2017-12-12T03:07:19.354Z
heroku/heroku-connect-plugin,heroku-connect-plugin,0.3.3,2016-11-24T19:52:57.066Z
UnaBiz/sigfox-iot-cloud,sigfox-iot-cloud,1.0.11,2017-11-29T13:35:31.129Z
nchaulet/basicauth-middleware,basicauth-middleware,0.0.1,2015-09-06T15:33:45.882Z
vercel/swr,swr,0.2.1,2020-05-20T15:25:36.001Z
hashicorp/nextjs-scripts,@hashicorp/nextjs-scripts,10.0.1,2020-06-11T22:25:36.233Z
kategengler/ember-cli-code-coverage,ember-cli-code-coverage,0.4.2,2017-10-16T03:14:05.870Z
stevengill/dependency-ls,dependency-ls,1.0.2,2017-04-22T01:02:15.549Z
feathersjs-ecosystem/feathers-memory,feathers-memory,2.1.2,2018-06-03T19:20:36.664Z
ovhemert/gatsby-plugin-zopfli,gatsby-plugin-zopfli,1.1.2,2019-06-10T11:54:09.749Z
kewah/esformatter-literal-notation,esformatter-literal-notation,1.0.1,2015-06-08T17:08:49.456Z
FormidableLabs/serverless-jetpack,serverless-jetpack,0.10.1,2020-03-27T19:23:55.894Z
75lb/cli-commands,cli-commands,0.3.3,2018-01-15T23:21:35.698Z
damianbaar/re-define-include-external,re-define-include-external,0.3.3,2015-03-02T23:33:06.589Z
clearbit/clearbit-node,clearbit,1.3.4,2018-05-21T22:49:19.005Z
fvilers/ngx-file-helpers,ngx-file-helpers,5.0.0,2020-12-12T07:24:04.571Z
Knegusen/redux-test-utils,redux-test-utils,1.0.0,2020-04-15T13:40:44.889Z
sboudrias/readline2,readline2,1.0.0,2015-07-17T07:03:39.683Z
Andarist/babel-plugin-annotate-pure-calls,babel-plugin-annotate-pure-calls,0.2.0,2017-09-30T16:51:40.769Z
jonschlinkert/resolve-dep,resolve-dep,0.5.4,2016-12-10T17:56:11.428Z
npm/realize-package-specifier,realize-package-specifier,3.0.0,2015-04-07T08:36:06.785Z
firebase/geofire-js,geofire,3.2.3,2015-10-06T23:31:32.891Z
pamblam/mysql-import,mysql-import,3.0.6,2019-10-07T18:52:09.789Z
ForbesLindesay/acorn-globals,acorn-globals,1.0.5,2015-07-21T16:33:30.972Z
isaacs/fstream-ignore,fstream-ignore,1.0.5,2016-05-17T20:48:16.244Z
d3/d3-request,d3-request,0.4.5,2016-03-01T21:54:29.491Z
jkphl/svg-sprite,svg-sprite,1.0.8,2015-01-05T08:57:57.293Z
auth0/node-samlp,samlp,0.15.2,2016-01-13T15:18:41.206Z
blakeembrey/change-case,lower-case,2.0.1,2019-12-06T03:05:39.196Z
raine/npm-install-to,npm-install-to,1.2.3,2019-01-06T10:46:03.534Z
npm/read-package-json-fast,read-package-json-fast,1.0.0,2019-11-23T00:14:10.083Z
ColCh/isparta-instrumenter-loader,isparta-instrumenter-loader,1.0.0,2015-11-17T07:46:46.838Z
immersive-web/cardboard-vr-display,cardboard-vr-display,1.0.18,2019-11-09T17:51:21.603Z
bvaughn/react-error-boundary,react-error-boundary,1.0.0,2017-10-10T15:52:53.789Z
FogCreek/node-coffee-cache,coffee-cache,1.0.2,2015-02-13T19:46:45.144Z
ntegral/nestjs-sentry,@ntegral/nestjs-sentry,1.0.1,2020-03-26T07:17:05.678Z
chromakode/react-html-email,react-html-email,3.0.0,2017-09-27T05:30:11.007Z
pinojs/pino-pretty,pino-pretty,2.1.0,2018-09-03T12:32:51.686Z
NMFR/last-call-webpack-plugin,last-call-webpack-plugin,1.0.0,2017-06-17T23:29:25.185Z
jameswomack/keykey,keykey,2.1.1,2015-11-30T03:32:12.417Z
npm/read-cmd-shim,read-cmd-shim,1.0.3,2019-08-14T19:42:29.904Z
rbtech/css-purge,css-purge,3.1.0,2018-11-05T20:47:13.019Z
jhuckaby/pixl-tools,pixl-tools,1.0.9,2016-10-03T04:41:14.611Z
felixschl/neodoc,neodoc,1.4.0,2017-02-16T17:56:15.617Z
primetwig/react-nestable,react-nestable,1.0.3,2016-10-27T17:05:12.466Z
shouldjs/equal,should-equal,0.2.8,2015-01-08T15:12:50.279Z
mikeerickson/gulp-messenger,gulp-messenger,0.19.0,2016-07-04T22:38:44.061Z
bevry/githubauthquerystring,githubauthquerystring,3.0.1,2019-12-18T05:21:33.803Z
procore/redux-modules,redux-modules,0.2.2,2016-05-29T23:45:35.033Z
IonicaBizau/parse-it,parse-it,1.0.7,2017-03-23T17:25:16.243Z
mafintosh/ghsign,ghsign,3.0.4,2015-11-03T00:43:26.093Z
btecu/ember-cli-bootstrap-datetimepicker,ember-cli-bootstrap-datetimepicker,0.8.0,2018-09-13T19:46:57.328Z
zetlen/camelspace,camelspace,1.1.1,2019-10-29T18:12:59.853Z
peerigon/legacy-loader,legacy-loader,0.0.1,2015-02-04T01:17:17.973Z
mmkal/handy-redis,handy-redis,1.8.1,2020-04-23T10:55:39.669Z
rackt/redux-simple-router,redux-simple-router,1.0.1,2015-12-18T05:42:19.279Z
chbrown/osx-notifier,osx-notifier,0.2.2,2015-11-18T03:23:52.935Z
serverless/components,@serverless/components,2.14.3,2020-02-16T23:14:48.921Z
flickr/justified-layout,justified-layout,1.0.0,2016-04-13T18:56:44.913Z
wswebcreation/multiple-cucumber-html-reporter,multiple-cucumber-html-reporter,1.6.0,2018-03-05T05:45:10.651Z
vladshcherbin/rollup-plugin-delete,rollup-plugin-delete,1.1.0,2019-08-21T11:50:53.777Z
Azure/autorest.typescript,@microsoft.azure/autorest.typescript,2.0.329,2018-06-07T21:51:24.581Z
souporserious/react-motion-ui-pack,react-motion-ui-pack,0.10.2,2016-10-14T02:14:08.211Z
react-community/react-native-safe-area-view,react-native-safe-area-view,0.13.1,2019-02-27T18:49:23.033Z
rwjblue/ember-debug-handlers-polyfill,ember-debug-handlers-polyfill,1.0.0,2015-07-22T16:45:02.220Z
seegno/express-oauth-server,express-oauth-server,1.0.0,2016-02-09T20:18:57.884Z
chaijs/chai-fs,chai-fs,1.0.0,2016-10-27T14:06:19.615Z
adunkman/node-trello,node-trello,1.2.1,2017-05-22T20:45:10.895Z
maxs15/react-native-spinkit,react-native-spinkit,1.1.0,2017-08-04T13:41:26.382Z
Olical/react-faux-dom,react-faux-dom,2.4.0,2016-02-28T12:58:13.438Z
vuejs/vuepress,@vuepress/shared-utils,1.7.0,2020-10-13T20:07:12.700Z
stushurik/react-loadable-ts-transformer,react-loadable-ts-transformer,0.0.5,2018-08-07T07:35:51.434Z
beautifulinteractions/beautiful-react-hooks,beautiful-react-hooks,0.22.12,2020-03-17T22:25:06.909Z
json-schema-faker/refaker,refaker,0.2.5,2015-02-16T22:03:23.566Z
fastify/fastify-jwt,fastify-jwt,1.2.1,2019-12-09T20:06:11.032Z
sindresorhus/p-min-delay,p-min-delay,2.0.0,2016-11-22T02:05:23.370Z
Xotic750/is-nil-x,is-nil-x,1.4.2,2018-02-24T17:32:18.664Z
kminami/apib2swagger,apib2swagger,1.1.1,2018-07-31T21:43:22.474Z
ndjson/ndjson.js,ndjson,1.4.0,2015-06-22T17:56:56.269Z
webpack-contrib/html-loader,html-loader,0.5.1,2017-08-08T07:12:32.847Z
alexander-daniel/plotly-nodejs,plotly,1.0.5,2015-10-26T17:32:25.879Z
esperantojs/esperanto,esperanto,0.5.5,2015-01-04T20:11:37.472Z
Bartvds/gruntfile-gtx,gruntfile-gtx,1.0.0,2018-09-17T12:05:02.784Z
fritzy/node-redisscan,redisscan,2.0.0,2017-04-07T00:46:40.958Z
breejs/bree,bree,3.3.0,2020-08-28T05:20:36.096Z
Bloggify/google-font-downloader,google-font-downloader,1.0.5,2018-05-31T10:24:53.994Z
roylines/node-epimetheus,epimetheus,1.0.28,2016-05-18T19:34:02.877Z
a2labs/riveter,riveter,0.2.0,2015-10-06T18:02:23.435Z
mljs/kmeans,ml-kmeans,3.1.0,2018-05-16T15:22:19.873Z
dmiller9911/jest-aphrodite-react,jest-aphrodite-react,2.0.1,2018-03-30T20:49:48.480Z
benhurott/react-native-masked-text,react-native-masked-text,1.6.3,2017-11-03T12:22:47.335Z
gulpjs/empty-dir,empty-dir,0.2.0,2016-02-07T18:49:09.684Z
michalsnik/aos,aos,1.2.1,2016-06-14T22:02:18.162Z
jpadilla/ember-simple-auth-token,ember-simple-auth-token,4.0.1,2018-06-05T14:23:25.216Z
DataTables/Dist-DataTables-FixedHeader-Bootstrap4,datatables.net-fixedheader-bs4,3.1.6,2019-10-01T10:53:09.156Z
tsuyoshiwada/react-stack-grid,react-stack-grid,0.1.2,2017-03-08T12:53:45.768Z
gunjandatta/sprest-react,gd-sprest-react,1.5.8,2017-11-01T22:32:01.609Z
aurelia/router,aurelia-router,1.0.4,2016-09-22T18:40:20.230Z
wearebraid/vue-formulate,@braid/vue-formulate,2.2.5,2020-03-20T19:41:48.085Z
steelbrain/process-communication,process-communication,1.0.0,2015-12-04T04:36:57.433Z
Julusian/react-bootstrap-switch,react-bootstrap-switch,3.4.1,2016-01-13T12:56:11.033Z
romulomachado/ember-cli-string-helpers,ember-cli-string-helpers,4.0.2,2019-08-27T15:54:38.806Z
telus/tds,@tds/shared-animation,2.0.0,2019-09-06T14:20:17.936Z
bevry/githubauthreq,githubauthreq,5.3.0,2020-05-11T02:50:09.079Z
wisp-gg/node-gamedig,@wisp-gg/gamedig,2.0.20,2020-04-03T11:16:10.734Z
krakenjs/swaggerize-builder,swaggerize-routes,1.0.10,2016-12-05T01:19:59.740Z
expressjs/morgan,morgan,1.8.2,2017-05-24T02:01:41.057Z
appcelerator/appcd-plugin-windows,@appcd/plugin-windows,2.0.2,2020-06-09T05:04:57.067Z
realglobe-Inc/pon-logger,pon-logger,2.0.5,2019-02-27T07:30:14.850Z
nodesecurity/grunt-nsp,grunt-nsp,2.3.0,2016-07-08T15:30:36.119Z
ajacksified/hubot-plusplus,hubot-plusplus,1.1.4,2015-03-13T22:22:46.201Z
enquirer/prompt-rawlist,prompt-rawlist,2.0.0,2017-05-24T12:06:55.412Z
ringcentral/ringcentral-js-widget,ringcentral-widget,0.3.23,2017-05-26T08:29:31.581Z
cloudfoundry-community/node-cfenv,cfenv,1.0.4,2017-02-02T15:17:05.351Z
cibernox/ember-power-select-typeahead,ember-power-select-typeahead,0.5.6,2017-03-18T09:41:21.681Z
keystonejs/keystone/tree/master/packages/logger,@keystonejs/logger,5.1.1,2020-03-08T22:58:45.557Z
jimf/statsd-logger,statsd-logger,1.0.0,2017-08-22T01:38:52.302Z
remarkjs/remark-lint/tree/main/packages/remark-lint-list-item-indent,remark-lint-list-item-indent,1.0.4,2019-06-20T10:00:00.183Z
mathieudutour/react-progress-button,react-progress-button,0.1.4,2015-04-29T13:12:54.019Z
mzp/japan-postal-code,japan-postal-code,0.1.0,2015-03-31T13:47:08.782Z
robwalkerco/gatsby-plugin-compile-es6-packages,gatsby-plugin-compile-es6-packages,1.0.0,2018-09-21T06:29:00.170Z
choojs/nanobus,nanobus,3.2.1,2017-05-08T18:31:13.530Z
40818419/react-code-input,react-code-input,3.7.0,2018-09-24T10:31:53.861Z
ember-cli/ember-exam,ember-exam,2.1.3,2019-04-04T20:49:04.816Z
aspnet/JavaScriptServices,domain-task,3.0.2,2017-07-06T13:38:55.869Z
ymcatar/gitbook-plugin-sectionx,gitbook-plugin-sectionx,0.0.4,2015-06-07T13:49:30.690Z
katzer/cordova-plugin-badge,cordova-plugin-badge,0.7.3,2016-09-22T10:44:10.421Z
kirkstrobeck/strict-version,strict-version,0.0.3,2016-03-11T11:23:14.142Z
avanes/postcss-color-alpha,postcss-color-alpha,0.0.7,2015-04-27T12:25:55.675Z
jonschlinkert/paged-request,paged-request,2.0.0,2018-05-29T05:09:14.368Z
orbiting/styleguide,@project-r/styleguide,5.72.2,2018-04-12T14:42:41.136Z
actions-on-google/assistant-conversation-nodejs,@assistant/conversation,3.2.0,2020-10-09T19:49:32.176Z
Romanchuk/angular-i18next,angular-i18next,5.0.4,2018-12-03T12:10:00.216Z
iest/babel-plugin-inline-svg,babel-plugin-inline-svg,1.0.0,2018-03-25T13:12:35.570Z
bitriddler/react-items-carousel,react-items-carousel,1.2.0,2017-04-12T11:46:38.266Z
react-component/gulp-jsx2example,gulp-jsx2example,1.2.0,2016-06-07T10:13:37.436Z
cypress-io/cypress-cli,cypress-cli,0.11.1,2016-06-14T19:27:38.696Z
rvagg/branch-diff,branch-diff,1.10.0,2020-09-17T00:30:16.843Z
roccivic/glob-hash,glob-hash,1.0.4,2016-08-26T17:17:30.105Z
Craga89/gulp-watch-less,gulp-watch-less,1.0.1,2015-02-09T11:21:21.169Z
andreypopp/reactify,reactify,1.1.0,2015-03-12T17:05:36.542Z
MetaMask/eth-sig-util,eth-sig-util,2.5.0,2019-10-21T20:52:17.192Z
NickNaso/ghostscript4js,ghostscript4js,1.0.3,2017-02-20T22:11:55.921Z
keithwhor/cmnd,cmnd,0.1.0,2016-08-01T03:22:53.181Z
karma-runner/karma,karma,0.12.33,2015-05-26T23:03:45.119Z
sindresorhus/import-local,import-local,0.1.1,2017-05-06T09:38:35.003Z
hivejs/hive-oauth,hive-auth-github,0.0.6,2015-08-31T15:46:45.369Z
git+https://gitlab.com/nabl/atomic-react-components,nabl-atomic-react-components,0.2.11,2017-07-05T14:52:43.014Z
danielkalen/eventful-promise,eventful-promise,1.0.1,2017-04-10T16:46:52.037Z
aurelia/i18n,aurelia-i18n,0.5.2,2016-04-13T14:42:01.106Z
appium/appium-espresso-driver,appium-espresso-driver,1.25.0,2020-03-30T19:37:40.291Z
notonthehighstreet/noths-global-components,noths-global-components,1.1.0,2017-08-18T12:48:36.707Z
zeit/next.js,next-server,8.0.3,2019-02-22T12:45:38.145Z
cyrilletuzi/angular-async-local-storage,@ngx-pwa/local-storage,6.2.5,2019-06-19T18:35:12.393Z
react-component/m-input-number,rmc-input-number,1.0.0,2017-10-10T10:19:00.657Z
Raynos/leaked-handles,leaked-handles,5.2.0,2015-03-24T22:46:42.607Z
croquiscom/rinore,rinore,0.6.1,2020-11-13T06:07:00.948Z
inspect-js/is-core-module,is-core-module,2.2.0,2020-11-26T17:56:48.104Z
wballard/flinger,flinger,0.2.11,2015-11-19T18:35:37.839Z
tikotzky/inline-environment-variables-webpack-plugin,inline-environment-variables-webpack-plugin,1.1.0,2016-07-21T19:58:40.938Z
sindresorhus/log-symbols,log-symbols,2.0.0,2017-07-19T17:09:14.271Z
scottcorgan/flat-arguments,flat-arguments,1.0.2,2015-02-25T16:32:39.606Z
syntax-tree/hast-util-select,hast-util-select,3.0.0,2018-11-07T19:22:43.007Z
graphcool/graphcool/tree/prisma-cli/cli/packages/prisma-yml,prisma-yml,1.0.73,2018-07-31T11:39:37.546Z
Stradivario/onesignal-notifications,@gapi/onesignal-notifications,1.6.10,2019-05-03T12:49:40.053Z
miguelmota/http-message-parser,http-message-parser,0.0.29,2018-05-02T06:48:53.031Z
ca98am79/connect-dynamodb,connect-dynamodb,1.0.9,2016-08-22T01:01:20.287Z
serapath/javascript-serialize,javascript-serialize,1.5.0,2016-02-18T18:29:41.276Z
cordobo/angularx-qrcode,angularx-qrcode,2.3.1,2020-06-05T17:50:31.222Z
nextcloud/nextcloud-l10n,@nextcloud/l10n,1.1.0,2020-02-21T09:55:02.672Z
crypto-browserify/createHash,create-hash,1.1.0,2015-01-16T12:44:28.344Z
thejameskyle/create-react-context,create-react-context,0.1.3,2018-01-07T23:19:45.453Z
darcy-rayner/danger-plugin-istanbul-coverage,danger-plugin-istanbul-coverage,1.6.0,2018-04-30T01:39:35.002Z
nu-art-js/testelot,@nu-art/testelot,0.14.3,2020-01-25T15:49:12.230Z
http://tlvtfs15nlbprd:8080/tfs/PTU_Collection/NGA/_git/mcr-component-library,mcr-components,1.0.152,2017-05-21T14:04:47.992Z
broccolijs/broccoli-cli,broccoli-cli,1.0.0,2015-03-22T17:45:10.434Z
davidtheclark/react-aria-modal,react-aria-modal,2.5.0,2017-02-23T20:14:25.639Z
medikoo/memoizee,memoizee,0.4.3,2017-02-20T08:58:57.491Z
keystonejs/keystone,keystone,0.3.17,2016-03-23T09:04:42.392Z
